Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
本剤[Number][Unit]中[ActIngreName][Number][Unit]を含有する,21,86,5,10,Cluster  10
本剤[Number][Unit]中[ActIngreName][Number][Unit]含有,21,86,3,10,Cluster  10
本剤[Number][Unit]中[ActIngreName][Number][Unit]含有する<<BR>>本剤は[Color]の[Form]でにおい及び味はない<<BR>>[Form][ActIngreName]（[Number]）又はジエチルエーテルにほとんど溶けない<<BR>>本剤[Number][Unit]に[ActIngreName][Form]（[Number]→[Number]）[Number][Unit]ｌを加えて加熱するときわずかに不溶分を残して溶ける,80,85,1,10,Cluster  10
本剤[Number][Unit]中[ActIngreName][Number]…[Number][Unit][ActIngreName][Number]…[Number][Unit],67,87,1,10,Cluster  10
本剤[Number][Unit]中[ActIngreName]（[ActIngreName]として）[Number][Unit]を含有する,21,86,1,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName][Number][Unit]を含む,67,87,5,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,21,86,3,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]）を含む本剤は[ActIngreName]（[Fomula]）[Number][Unit]を含む,67,87,1,10,Cluster  10
本剤[Number][Unit]中に[ActIngreName]（[Fomula]）[Number][Unit]を含む,67,87,1,10,Cluster  10
本剤[Number][Unit]中に下記成分分量を含有する<<BR>><BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],23,83,1,10,Cluster  10
本剤[Number][Unit]（[Number][Unit]）中<BR>[ActIngreName][Number][Unit][ActIngreName][Number][Unit],67,87,1,10,Cluster  10
本剤[Number][Unit]（[Number][Unit]）中[ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤は[ActIngreName][Form]で[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]であるなお,80,85,1,10,Cluster  10
本剤は[ActIngreName][Form]で[Number][Unit]（[Number][Unit]）中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit],23,83,1,10,Cluster  10
本剤は[ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤は[ActIngreName][Number][Unit]を含む（[Number][Unit][Form]）,69,84,1,10,Cluster  10
本剤は[ActIngreName][Number][Unit]を含有する<<BR>>有効成分（[Number][Unit]中）<BR>[ActIngreName][Number][Unit],19,82,4,10,Cluster  10
本剤は[ActIngreName][Number][Unit]を含有する脂肪[Form]で[Number][Unit]中に下記の成分を含有する<<BR>>有効成分<BR>[ActIngreName]：[Number][Unit]<<BR>>熱量<BR>約[Number][Unit],23,83,4,10,Cluster  10
本剤は[ActIngreName][Number][Unit]以上を含む,67,87,2,10,Cluster  10
本剤は[ActIngreName][Number][Unit]以上を含む室温大気圧下において[Color]の[Form]でにおいはない[CaseName]に充填された[Form]化高圧[Form]である,69,84,1,10,Cluster  10
本剤は[ActIngreName][Number][Unit]以上含む,67,87,1,10,Cluster  10
本剤は[ActIngreName]である,69,84,1,10,Cluster  10
本剤は[ActIngreName]の[Form]である,69,84,1,10,Cluster  10
本剤は[ActIngreName]の地上部を[Form]蒸気蒸留して得た[Form]を冷却し固形分を除去した[Form]である,69,84,1,10,Cluster  10
本剤は[ActIngreName]を[CaseName]に封入した[Form]である<<BR>>成分含量<BR>[Number][Unit][Number][Unit]中[ActIngreName][Number][Unit]含有<<BR>>注[Number]）ＨｙｄｒｏｇｅｎａｔｅｄＳｏｙＰｈｏｓｐｈａｔｉｄｙｌｃｈｏｌｉｎｅ（[Form]素添加大豆ホスファチジル[ActIngreName]）<<BR>>注[Number]）Ｎ－（Ｃａｒｂｏｎｙｌ－ｍｅｔｈｏｘｙｐｏｌｙｅｔｈｙｌｅｎｅｇｌｙｃｏｌ[Number]）－[Number]－ｄｉｓｔｅａｒｏｙｌ－ｓｎ－ｇｌｙｃｅｒｏ－[Number]－ｐｈｏｓｐｈｏｅｔｈａｎｏｌａｍｉｎｅｓｏｄｉｕｍｓａｌｔ,63,81,1,10,Cluster  10
本剤は[ActIngreName]を[Number][Unit][Number][Unit]中[Number][Unit]含有する,21,86,1,10,Cluster  10
本剤は[ActIngreName]をアクリル酸[Number]－エチルヘキシル[ActIngreName]ビニルアクリル酸[Number]－ヒドロキシエチルコポリマーに溶解固化し成形した[Color]で角が[Form]い長方形の[Form]である本剤には含量の異なる[Number][Unit]があり単位面積あたりの放出速度はいずれも同一である<<BR>>成分含量（[Number][Unit]中）<BR>[ActIngreName][Number][Unit]を含有,63,81,10,10,Cluster  10
本剤は[ActIngreName]を滅菌したものである,69,84,1,10,Cluster  10
本剤は[ActIngreName]凍結乾燥[Form][ActIngreName]溶解[Form][ActIngreName]凍結乾燥[Form][ActIngreName]溶解[Form]から構成される[Number][Unit]中に下記の成分分量を含有する<<BR>>[CaseName][Number]（[ActIngreName]凍結乾燥[Form]）<BR>有効成分：[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit]注[Number]）<<BR>>[CaseName][Number]（[ActIngreName]凍結乾燥[Form]）<BR>有効成分：[ActIngreName]：[Number][Unit]<<BR>>本剤の有効成分である[ActIngreName][ActIngreName][ActIngreName]<<BR>>注[Number]）<BR>正常人血漿[Number][Unit]中に含まれる血[Form]凝固[ActIngreName]を[Number][Unit]とした時の値<<BR>>注[Number]）<BR>ｐＨ[Number]室温[Number]時間で[ActIngreName][Number][Unit]の効力を半減させる量を[Number][Fomula]Ｅ（[ActIngreName]不活性化物質単位）とした時の値,63,81,5,10,Cluster  10
本剤は[ActIngreName]（Ｉ：[Number]）[Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤は[BrandName]の[Form]である,69,84,2,10,Cluster  10
本剤は[CaseName][Number][Unit]中に[ActIngreName][Number][Unit]を充填している,67,87,1,10,Cluster  10
本剤は[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,21,86,6,10,Cluster  10
本剤は[Number][Unit][Number][Unit]×[Number][Unit]（[DrugParts][Number][Unit]）中に[ActIngreName][Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤は[Number][Unit][Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Form]である（点鼻用医薬品注入器付）,21,86,1,10,Cluster  10
本剤は[Number][Unit][Number][Unit]中に次の成分を含有する<<BR>>成分<BR>[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）[ActIngreName][Number][Unit][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）,19,82,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit][ActIngreName]（[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]）[Number][Unit]を含有する．,21,86,2,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]を含有する,21,86,10,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Color]の楕円形の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）（[Number][Unit]）を含有する,21,86,6,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName]を[ActIngreName]として[Number][Unit]含有する[Color]の凍結乾燥品である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName]を[Number][Unit]含有するまた,21,86,1,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName]を硬化した吸収性[Form][Number][Unit]を含有する製剤である,21,86,2,10,Cluster  10
本剤は[Number][Unit]中[ActIngreName]カルシウム[Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Color]の[Form]であるなお,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する[Color]の[Form]である,80,85,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName][Number][Unit]各々の抽出[Form]を含む,67,87,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit][ActIngreName]適量を含む,67,87,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName][Number][Unit]を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit][ActIngreName]適量を含有する,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]〔[ActIngreName]として[Number]＄〕を含有する[Color]のほとんど[Color]な[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含む,67,87,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する,21,86,42,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する<<BR>>容量<BR>[Number][Unit],21,86,3,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する<<BR>>組成<BR>[ActIngreName],21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]と[Color]の硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,80,85,28,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]であるなお,80,85,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]である．,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]又は[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Form]（[Form]）である,80,85,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の[Smell]性[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の割線を施した[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]の硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Color]徐放性の[Form]である,80,85,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[DrugParts][Color][DrugParts]淡[Color]の硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[DrugParts]は[Color][DrugParts]は淡[Color]な硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Form]である,21,86,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Form]性[Form]である本剤は,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する[Form]性[Form]（[Form]剤）である本剤は,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有するなお,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有するわずかに[Taste]がある[Color]の微[Form]であるなお,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する上下とも[Color]の硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する割線入りの[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する微[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する暗[Color]と淡[Color]の硬[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する淡[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]を含有する赤[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]及び[ActIngreName][Number][Unit]を含有する[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する,21,86,6,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する[Color]円形の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[ActIngreName]として[Number][Unit]）を含有する微帯[Color]長円形の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName][Number][Unit]（[Number][Unit]中[ActIngreName][Number][Unit]）を含有する[Form]である,21,86,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName]を[Number][Unit]含有する,21,86,2,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName]を[Number][Unit]（以下ＥＬ．Ｕ．と略記）含有する[Color]の[Form]である,80,85,1,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName]（[Fomula]）[Number][Unit]を含有する（下表参照）,21,86,7,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName]（注射用蒸留[Form]）を[Number][Unit]含有する,21,86,4,10,Cluster  10
本剤は[Number][Unit]中に[ActIngreName]（Ｂｉｆｉｄｏｂａｃｔｅｒｉｕｍの生菌）[Number][Unit]を含有する,21,86,2,10,Cluster  10
本剤は[Number][Unit]中に下記の成分を含有する<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として計[Number][Unit]）,23,83,1,10,Cluster  10
本剤は[Number][Unit]中に下記の成分を含有する<<BR>>容量<BR>[Number][Unit]<<BR>>成分<BR>[ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]：[Number][Unit][ActIngreName]合計：[Number][Unit]<<BR>>総[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number],23,83,1,10,Cluster  10
